Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
1965 Opening session				Written on verso: "1965 opening session"		Photographs	1965	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 16; Folder No. 17; Folder Title: Visitor (1962) Choue, young Seek Dr. with Dr. Stanford.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420120110001001	Image	image/tiff	5818.006 KB	4248	3096	0xB47835D9	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1619	1619	1692.jp2	/umevents/image/1692.jp2
Harold Brayman speaking	Greenfield, David			Written on verso: "Harold Brayman", "Dupont Public Relations man, speaking on business."		Photographs		1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.6 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 16; Folder No. 14; Folder Title: Visitors, 1960s: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg					asu06420119580001001	Image	image/tiff	12832.734 KB	5074	6208	0x1C69F3FD	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1620	1620	1838.jp2	/umevents/image/1838.jp2
Dante Fascell, former Congressman				Written on verso: "The person at the podium is former congressman Dante Fascell. He was a long time member of the congress and was chairman of the Foreign Relations Comittee"		Photographs			Coral Gables ( Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 17; Folder No. 15; Folder Title: Visitor: Fascell, Dante.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420120780001001	Image	image/tiff	10090.459 KB	6204	5089	0xB507DDA3	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1621	1621	1759.jp2	/umevents/image/1759.jp2
Registration						Photographs			Coral Gables (Florida)	1 b&w photograph	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 15; Folder No. 16; Folder Title: Registration.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420118240001001	Image	image/tiff	12098.949 KB	6144	5004	0x602E0620	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1622	1622	1606.jp2	/umevents/image/1606.jp2
Registration						Photographs		1950-1960	Coral Gables, Florida	1 b&w photograph; 25.5 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 15; Folder No. 12; Folder Title: Registration. 1959-1962.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420118020001001	Image	image/tiff	8193.66 KB	6145	5063	0x79C9E57C	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1623	1623	1584.jp2	/umevents/image/1584.jp2
President Stanford at Testimonial Dinner						Photographs	1980-04-25	1980-1990	Miami (Florida)	1 b&w photograph; 25.4 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 15; Folder No. 5; Folder Title: Reception, 1980: 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420117590001001	Image	image/tiff	3498.358 KB	3147	4349	0x1681C42	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1624	1624	1541.jp2	/umevents/image/1541.jp2
Alumni at Homecoming						Photographs	1979	1970-1980	Coral Gables ( Florida)	1 b&w photograph; 18.1 x 12.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 13; Folder No. 2; Folder Title: Homecoming, 1979.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg					asu06420116080001001	Image	image/tiff	5424.272 KB	3120	4393	0x3BD95796	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1625	1625	1390.jp2	/umevents/image/1390.jp2
President Stanford with Jim Fleming at the Rathskeller				Written on verso: "Homecoming 1979. Jim Fleming, (left) with University of Miami president Henry King Stanford. Oct. 79."		Photographs	1979-10	1970-1980	Coral Gables (Florida)	1 b&w photograph; 20.3 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 13; Folder No. 2; Folder Title: Homecoming, 1979.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420115780001001	Image	image/tiff	7569.179 KB	4997	6205	0xC6221CC5	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1626	1626	1957.jp2	/umevents/image/1957.jp2
Don Juan de Borbon y Battenberg, Count of Barcelona, visiting Richter Library						Photographs	1985-04-12	1980-1990	Coral Gables ( Florida)	1 b&w photograph; 13.3 x 9.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 17; Folder No. 14; Folder Title: Visitor:  Don juan de Borbon y Battemberg visits Richter Library, 1985.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420120710001001	Image	image/tiff	3574.33 KB	3107	4316	0x2F1164A	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1627	1627	1752.jp2	/umevents/image/1752.jp2
Billy Graham visiting the University of Miami				Written on verso: "Billy Graham"		Photographs	1961	1960-1970	Coral Gables ( Florida)	1 b&w photograph; 20.6 x 25.4 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 16; Folder No. 16; Folder Title: Visitors: Billy Graham, 1961.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg					asu06420119960001001	Image	image/tiff	7886.882 KB	6199	5028	0x24F17CAF	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1628	1628	1875.jp2	/umevents/image/1875.jp2
Homecoming Parade						Photographs			Coral Gables ( Florida)	1 b&w photograph; 20.5 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 13; Folder No. 4; Folder Title: Homecoming.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420116330001001	Image	image/tiff	9644.452 KB	6153	5076	0xBFE9AAA	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1629	1629	1415.jp2	/umevents/image/1415.jp2
Group of visitors from Peru				Written on verso: "visitors from Peru", "4tl from left, Sidney Maynard, U of M."		Photographs			Coral Gables ( Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 17; Folder No. 18; Folder Title: Visitors.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420120920001001	Image	image/tiff	9103.253 KB	6143	5101	0xADD6FA92	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1630	1630	1773.jp2	/umevents/image/1773.jp2
International Student Day						Photographs	1966-05	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 18.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 13; Folder No. 9; Folder Title: International Student Day Photos/Negatives, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420116630001001	Image	image/tiff	9820.004 KB	6131	5040	0x1146AA12	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1631	1631	1445.jp2	/umevents/image/1445.jp2
Inter-American Bar visitors	Greenfield, David			Written on verso: "Inter American Bar visitors 1959"		Photographs	1959	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 16; Folder No. 10; Folder Title: Visitor, 1950s: 2.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420118690001001	Image	image/tiff	7354.988 KB	6203	5080	0x953B8AE1	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1632	1632	1651.jp2	/umevents/image/1651.jp2
Homecoming game field ceremony						Negatives	1967	1960-1970	Miami (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 11; Folder No. 5; Folder Title: Homecoming, 1967.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420115280001001	Image	image/tiff	4550.571 KB	3423	2276	0x3B53CCF9	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1633	1633	1907.jp2	/umevents/image/1907.jp2
Registration						Photographs			Coral Gables (Florida)	1 b&w photograph		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 15; Folder No. 16; Folder Title: Registration.	http://merrick.library.miami.edu/digitalprojects/copyright.html		ccg		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420118290001001	Image	image/tiff	15359.391 KB	5400	6469	0x6526537E	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1634	1634	1611.jp2	/umevents/image/1611.jp2
Visit of Mrs. Eleanor Roosevelt	Greenfield, David			On verso: "Mrs. Roosevelt arrives at Student Club for visit with foreign students. L to R - Mrs. Manus Berman, member UN local board; Frederick B. Rooth, local UN president; Mrs. Roosevelt."		Photographs		1950-1960	Coral Gables (Florida)	1 b&w photograph; 20.6 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series IV: Events	Box No. 16; Folder No. 12; Folder Title: Visitor  Roosevelt, Eleanor, 1953.	http://merrick.library.miami.edu/digitalprojects/copyright.html		cme					asu06420119360001001	Image	image/tiff	7404.083 KB	5018	6173	0x5ADF0F29	RGB	24-bit depth	600 dpi			2009-01-27	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/umevents/id/1635	1635	1816.jp2	/umevents/image/1816.jp2
