Title	Photographer	Summary	Note	Subject	Genre	Publisher	Date	Coverage	State	County	City	Place	Physical Description	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Directory	Object ID	Digital ID	Type	Format	Width	Height	Checksum	BitDepth	Resolution	Colorspace	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Hurricane damage to radio tower WIOD	Gravelle Pictorial News Service	Aerial view of damage on Miami Beach following the 1926 hurricane.		Hurricanes; WIOD (Radio station : Miami, Florida); Radio and television towers; Shorelines;	Photographs; Aerial views		1926	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 2; Folder Title: Miami Beach: Aerial Views: After the Hurricane.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000066		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/236	236	237.cpd	/asm0300/image/237.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000760001001.tif	Image	image/tiff	951	768	0xCCF2D982	24 bit color		RGB	asm03000000760001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/237	237	238.jpg	/asm0300/image/238.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000760002001.tif	Image	image/tiff	620	768	0x1DD1ACB8	24 bit color		RGB	asm03000000760002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/238	238	239.jpg	/asm0300/image/239.jpg
Home on NW 1st Street being repaired	Romer, Gleason Waite, 1887-1971	The poverty of Overtown is evident in this photo of a gentleman repairing a frame house.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000076		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/239	239	240.cpd	/asm0300/image/240.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000950001001.tif	Image	image/tiff	944	768	0xF9B1E33B	24 bit color		RGB	asm03000000950001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/240	240	241.jpg	/asm0300/image/241.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000950002001.tif	Image	image/tiff	608	768	0x8C2AA284	24 bit color		RGB	asm03000000950002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/241	241	242.jpg	/asm0300/image/242.jpg
Rears of four homes facing NW 1st Place	Romer, Gleason Waite, 1887-1971	A black family (and their cat) survey the trappings of poverty behind their house in Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000095		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/242	242	243.cpd	/asm0300/image/243.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000840001001.tif	Image	image/tiff	944	768	0x63752457	24 bit color		RGB	asm03000000840001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/243	243	244.jpg	/asm0300/image/244.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000840002001.tif	Image	image/tiff	565	768	0x1C2B0CDE	24 bit color		RGB	asm03000000840002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/244	244	245.jpg	/asm0300/image/245.jpg
Congested area of Negro district (3)	Romer, Gleason Waite, 1887-1971	This man demonstrates how close these little houses in Overtown are to each other.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000084		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/245	245	246.cpd	/asm0300/image/246.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000001550001001.tif	Image	image/tiff	966	768	0x222FBE2E	24 bit color		RGB	asm03000001550001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/246	246	247.jpg	/asm0300/image/247.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000001550002001.tif	Image	image/tiff	983	768	0xDAF0BCDA	24 bit color		RGB	asm03000001550002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/247	247	248.jpg	/asm0300/image/248.jpg
Miami Beach Casino		The Roman Pools and Casino and its famous Dutch windmill as seen from the ocean.	The Miami Beach Casino was built in 1914 by the Pancoast family, then purchased in 1916 by Carl Fisher and renamed The Roman Pools.	Roman Pools (Miami Beach, Florida); Seaside resorts; Beaches; Tourist attractions; Suntan;	Photographs		1921	1920-1930	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000155		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/248	248	249.cpd	/asm0300/image/249.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000780001001.tif	Image	image/tiff	947	768	0xB7C6078C	24 bit color		RGB	asm03000000780001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/249	249	250.jpg	/asm0300/image/250.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000780002001.tif	Image	image/tiff	600	768	0x5E26E799	24 bit color		RGB	asm03000000780002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/250	250	251.jpg	/asm0300/image/251.jpg
Four homes in Overtown	Romer, Gleason Waite, 1887-1971	Laundry hangs to dry in the sun on the porch of one of these frame houses facing NW 1st Place.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000078		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/251	251	252.cpd	/asm0300/image/252.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000940001001.tif	Image	image/tiff	947	768	0xDA4D81B6	24 bit color		RGB	asm03000000940001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/252	252	253.jpg	/asm0300/image/253.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000940002001.tif	Image	image/tiff	613	768	0xE5462929	24 bit color		RGB	asm03000000940002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/253	253	254.jpg	/asm0300/image/254.jpg
Houses at 1958 and 1960 NW 4th Avenue	Romer, Gleason Waite, 1887-1971	Two African Americans smile from the door of this frame house in Overtown. Beside them on the wall is a sign, "Furnished rooms for rent."		African Americans -- Housing; Architecture, Domestic; Apartment houses;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000094		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/254	254	255.cpd	/asm0300/image/255.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000870001001.tif	Image	image/tiff	953	768	0x7F6AD894	24 bit color		RGB	asm03000000870001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/255	255	256.jpg	/asm0300/image/256.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000870002001.tif	Image	image/tiff	590	768	0xD331D7D8	24 bit color		RGB	asm03000000870002001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/256	256	257.jpg	/asm0300/image/257.jpg
4-room frame house in Overtown		This house stands at the corner of NW 2nd Court and NW 10th Street. The porch is full of potted plants.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000087		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/257	257	258.cpd	/asm0300/image/258.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000700001001.tif	Image	image/tiff	956	768	0xF4EE4DF6	24 bit color		RGB	asm03000000700001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/258	258	259.jpg	/asm0300/image/259.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000700002001.tif	Image	image/tiff	623	768	0x3534C4FB	24 bit color		RGB	asm03000000700002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/259	259	260.jpg	/asm0300/image/260.jpg
Frame houses of Overtown	Romer, Gleason Waite, 1887-1971	These are four 3-room frame houses on NW 2nd Court across the street from Al's Grocery and Meat Market. Rocking chairs and potted plants adorn the porches.		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000070		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/260	260	261.cpd	/asm0300/image/261.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000850001001.tif	Image	image/tiff	951	768	0x52444124	24 bit color		RGB	asm03000000850001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/261	261	262.jpg	/asm0300/image/262.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000850002001.tif	Image	image/tiff	558	768	0xD6B172E0	24 bit color		RGB	asm03000000850002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/262	262	263.jpg	/asm0300/image/263.jpg
Congested area of Negro district (4)	Romer, Gleason Waite, 1887-1971	African American children play in the narrow lane between these wooden houses of poverty-ridden Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000085		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/263	263	264.cpd	/asm0300/image/264.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000001590001001.tif	Image	image/tiff	958	768	0x333D856F	24 bit color		RGB	asm03000001590001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/264	264	265.jpg	/asm0300/image/265.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000001590002001.tif	Image	image/tiff	955	768	0x6A275AFC	24 bit color		RGB	asm03000001590002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/265	265	266.jpg	/asm0300/image/266.jpg
Samet's Deli		Samet's Deli, located between 5th and 6th on Washington Avenue, January 1930. According to the inscription on the verso, the address was 660 Collins Avenue, and those featured are Great Grandfather Herman Samet, Great Uncle Jerry Samet and Great Grandmother.		Delicatessens; Samet, Herman; Samet, Jerry; Grocery trade;	Photographs		1930	1930-1940	Florida	Miami-Dade County (Florida)	Miami Beach (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  II Al Samet Photographs	Box No. 6; Folder Title: Miami Beach.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000159		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/266	266	267.cpd	/asm0300/image/267.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000710001001.tif	Image	image/tiff	953	768	0xAABD007A	24 bit color		RGB	asm03000000710001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/267	267	268.jpg	/asm0300/image/268.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000710002001.tif	Image	image/tiff	642	768	0xB4ADFB0	24 bit color		RGB	asm03000000710002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/268	268	269.jpg	/asm0300/image/269.jpg
Apartment building in Overtown	Romer, Gleason Waite, 1887-1971	This apartment building in Overtown stood at 1733 NW 5th Place, "Lot 36 of Block 10 of Dale Miller." The building, its fence, stairs and balcony are all wooden.		Apartment houses; Architecture, Domestic; African Americans -- Housing	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000071		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/269	269	270.cpd	/asm0300/image/270.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000820001001.tif	Image	image/tiff	951	768	0x914471BA	24 bit color		RGB	asm03000000820001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/270	270	271.jpg	/asm0300/image/271.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000820002001.tif	Image	image/tiff	598	768	0x494DD445	24 bit color		RGB	asm03000000820002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/271	271	272.jpg	/asm0300/image/272.jpg
Congested area of Negro district (1)	Romer, Gleason Waite, 1887-1971	A cat strolls past a woman doing laundry by hand in a poverty-ridden section of Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000082		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/272	272	273.cpd	/asm0300/image/273.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000720001001.tif	Image	image/tiff	949	768	0xAFDB1F71	24 bit color		RGB	asm03000000720001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/273	273	274.jpg	/asm0300/image/274.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000720002001.tif	Image	image/tiff	626	768	0xF1B7DC5A	24 bit color		RGB	asm03000000720002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/274	274	275.jpg	/asm0300/image/275.jpg
Six-room bungalow on NW 5th Avenue in Overtown	Romer, Gleason Waite, 1887-1971	This bungalow was at 1667 NW 5th Avenue, "Lot 22 of Block 5 of Dale Miller." A palm tree casts shade on the porch.		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000072		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/275	275	276.cpd	/asm0300/image/276.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000750001001.tif	Image	image/tiff	1022	731	0x177A52BA	24 bit color		RGB	asm03000000750001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/276	276	277.jpg	/asm0300/image/277.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000750002001.tif	Image	image/tiff	614	768	0x42240958	24 bit color		RGB	asm03000000750002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/277	277	278.jpg	/asm0300/image/278.jpg
Interior of a house in Overtown	Romer, Gleason Waite, 1887-1971	Interior (living and dining rooms) of a six-room frame house on NW 1st Place, Overtown.		Architecture, Domestic; African Americans -- Housing	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000075		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/278	278	279.cpd	/asm0300/image/279.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000730001001.tif	Image	image/tiff	954	768	0x5BC0EB33	24 bit color		RGB	asm03000000730001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/279	279	280.jpg	/asm0300/image/280.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000730002001.tif	Image	image/tiff	608	768	0x8EE97652	24 bit color		RGB	asm03000000730002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/280	280	281.jpg	/asm0300/image/281.jpg
Five 3-room houses on NW 2nd Court in Overtown	Romer, Gleason Waite, 1887-1971	A jalopy is parked in front of Overtown dwellings on NW 17th Street and NW 2nd Court. The wheel cover carries an advertisement: "Stand back for Stanback Headache Powder. Reliable & Speedy."		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000073		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/281	281	282.cpd	/asm0300/image/282.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000920001001.tif	Image	image/tiff	943	768	0x38F23825	24 bit color		RGB	asm03000000920001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/282	282	283.jpg	/asm0300/image/283.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000920002001.tif	Image	image/tiff	651	768	0x3B0CE5EB	24 bit color		RGB	asm03000000920002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/283	283	284.jpg	/asm0300/image/284.jpg
Rears of four houses facing NW 2nd Avenue	Romer, Gleason Waite, 1887-1971	Ramshackle wooden houses in Overtown. Behind the woman are a rain barrel and a tub for washing laundry by hand.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000092		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/284	284	285.cpd	/asm0300/image/285.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000770001001.tif	Image	image/tiff	951	768	0x7F72DBEA	24 bit color		RGB	asm03000000770001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/285	285	286.jpg	/asm0300/image/286.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000770002001.tif	Image	image/tiff	614	768	0xF091AA0B	24 bit color		RGB	asm03000000770002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/286	286	287.jpg	/asm0300/image/287.jpg
Three homes on the 1600 block of NW 1st Place	Romer, Gleason Waite, 1887-1971	Plants and rocking chairs adorn the porches of these frame houses in Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)			University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000077		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/287	287	288.cpd	/asm0300/image/288.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000810001001.tif	Image	image/tiff	1022	730	0xDD708802	24 bit color		RGB	asm03000000810001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/288	288	289.jpg	/asm0300/image/289.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000810002001.tif	Image	image/tiff	630	768	0x523C1231	24 bit color		RGB	asm03000000810002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/289	289	290.jpg	/asm0300/image/290.jpg
Living room and dining room, Overtown	Romer, Gleason Waite, 1887-1971	Interior of the house at 355 NW 9th Street; the owner was evidently fond of wooden furniture and animals.		African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000081		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/290	290	291.cpd	/asm0300/image/291.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000790001001.tif	Image	image/tiff	947	768	0xE5BE552	24 bit color		RGB	asm03000000790001001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/291	291	292.jpg	/asm0300/image/292.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000790002001.tif	Image	image/tiff	626	768	0x6D26F27B	24 bit color		RGB	asm03000000790002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/292	292	293.jpg	/asm0300/image/293.jpg
Two men working in Overtown	Romer, Gleason Waite, 1887-1971	These two men are working in front of a home at 1335 NW 1st Place in Overtown.		Architecture, Domestic; African Americans -- Housing;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000079		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/293	293	294.cpd	/asm0300/image/294.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000930001001.tif	Image	image/tiff	951	768	0x772EBE8F	24 bit color		RGB	asm03000000930001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/294	294	295.jpg	/asm0300/image/295.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000930002001.tif	Image	image/tiff	600	768	0x90382D6D	24 bit color		RGB	asm03000000930002001.tif		2006-11-14	2006-11-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/295	295	296.jpg	/asm0300/image/296.jpg
Four homes facing NW 1st Place, Overtown	Romer, Gleason Waite, 1887-1971	Four wooden houses overlook a rocky, weedy lot in Overtown.		African Americans -- Housing; Architecture, Domestic;	Photographs				Florida	Miami-Dade County (Florida)	Miami (Florida)		1 b&w photograph	University of Miami Libraries. Special Collections	The Florida Photograph Collection.	ASM0300	Series:  I General Photographs	Box No. 4; Folder Title: Miami: Overtown Dwellings.	http://merrick.library.miami.edu/digitalprojects/copyright.html			asm0300000093		Image	image/tiff									2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/296	296	297.cpd	/asm0300/image/297.cpd
Side 1																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000900001001.tif	Image	image/tiff	1023	752	0x544FBEBE	24 bit color		RGB	asm03000000900001001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/297	297	298.jpg	/asm0300/image/298.jpg
Side 2																				http://merrick.library.miami.edu/digitalprojects/copyright.html			asm03000000900002001.tif	Image	image/tiff	576	768	0x126B3E95	24 bit color		RGB	asm03000000900002001.tif		2012-08-09	2012-08-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0300/id/298	298	299.jpg	/asm0300/image/299.jpg
