Scientific Name	Common Name	Synomyns	Contents	Summary	Collector(s)	Collection Date	Serial Structure	Type of Section	Magnification	Note	Comments on Plant	Origin of Plant	Country	Kingdom	Phylum/Division	Class	Order	Family	Genus	Specific Epithet	Authority	Accession Number	Slide Serial	Publisher	Repository	Collection	Subject	Type	Format	Genre	Physical Description	Copyright	Object ID	Digital ID	Microscope	Digital Camera	Software	Date Created	Source File	File Size	Width	Height	Checksum	Color Space	Bit Depth	Resolution	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Amyris sylvatica  (Tillson 773)						August	Flower	l	4x		Cutris [Curtis?] N.A. Pl. 441.  Nat. Herb. 1417531	Shelby soil, Indian River, Florida	United States				Sapindales	Rutaceae	Amyris	sylvatica		Tillson 773	D-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson773	bio00010217520001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010217520001001.tif	21126164 Bytes	2292	3072	4255640649	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1078	1078	1091.jp2	/swingle/image/1091.jp2
Severinia linearis (Blanco) Swingle (Tillson 143)					Ramos, Maximo; 1783	Jan., 1907	Flower bud	x	4x		Herb. Bur. Sci. Phil.  Manila.  [?]	Prov. Rizal, Luzon, Phillipine Islands	Philippines				Sapindales	Rutaceae	Severinia	linearis	(Blanco) Swingle	Tillson 143	A-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson143	bio00010167140001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010167140001001.tif	26382956 Bytes	2868	3066	1283106321	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1079	1079	1124.jp2	/swingle/image/1124.jp2
Hibiscus cannabinus L. (C7)	Kenaf;  ambari;  deccan hemp;  bimlipatum jute				Venning, F.D.	7/21/1952	Node, upper portion of branch	l	4x		Plant 2M high, much-branched; digitate leaves, green stems. Material studied: branch from the axil of the 7th node. 1.5 M long, 3 cm diameter at base.  El Salvador Open.	[Cultivated in Cuba?]	Cuba					Malvaceae	Hibiscus	cannabinus	L.	C7	E-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	C7	bio00010005030001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010005030001001.tif	37604372 Bytes	4080	3072	3083089290	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1081	1081	1142.jp2	/swingle/image/1142.jp2
Micromelum ceylanicum  (Tillson 301)						9/9/1907	Flower bud	x	4x		TTA 80.  Herb. Arn. Arb.	Royal Botanical Gardens, Pwradeniya, Ceylon	Sri Lanka				Sapindales	Rutaceae	Micromelum	ceylanicum		Tillson 301	A-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson301	bio00010181060001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010181060001001.tif	18769788 Bytes	2436	2568	2119154703	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1082	1082	1081.jp2	/swingle/image/1081.jp2
Wenzelia melanesica  (Tillson 352)					Kajewski, S.F.; 1907	02-07-1930	Flower bud	x	4x		Type	Kugu-maru, Buin, Bougainville Is., Solomons.	Solomon Islands				Sapindales	Rutaceae	Wenzelia	melanesica		Tillson 352	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson352	bio00010185610001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010185610001001.tif	34550780 Bytes	3756	3066	2210556881	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1083	1083	1094.jp2	/swingle/image/1094.jp2
Hibiscus cannabinus L. (C8 )	Kenaf;  ambari;  deccan hemp;  bimlipatum jute				Venning, F.D.	7/23/1952	9th internode	x	4x		Plant 2M high, leaves digitate. El Salvador.	St. de las Vegas, Cuba.	Cuba					Malvaceae	Hibiscus	cannabinus	L.	C8	I-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	C8	bio00010006010001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010006010001001.tif	37604372 Bytes	4080	3072	169704889	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1084	1084	1096.jp2	/swingle/image/1096.jp2
Dipholis salicifolia  (F111)					Wylie, Robert B.	September, 1944	Leaf	x	10x			Miami, Florida	United States				Ericales	Sapotaceae	Dipholis	salicifolia		F111	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F111	bio00010245270001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010245270001001.tif	19038020 Bytes	3888	1632	3134920835	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1085	1085	1086.jp2	/swingle/image/1086.jp2
Nephelium juglandifolium Blume  (SV146)						1903	Sections of leaf	t	4x		leaf.  Natl. Herb. No. 448826; cult., Buitenzorg Botanic Garden..  III, E. 25.	Buitenzorg Botanic Garden, Java	Indonesia					Sapindaceae	Nephelium	juglandifolium Blume		SV146	A-5	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV146	bio00010016300001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010016300001001.tif	8297492 Bytes	900	3072	2652763356	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-07-09	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1086	1086	1068.jp2	/swingle/image/1068.jp2
Exothea paniculata  (F115)					Wylie, Robert B.	September, 1944	Leaf	x	40x			Miami, Florida	United States					Sapindaceae	Exothea	paniculata		F115	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F115	bio00010245380001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010245380001001.tif	19577876 Bytes	2124	3072	2555226251	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-07-09	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1087	1087	1138.jp2	/swingle/image/1138.jp2
Alstonia macrophylla  (F101)					Wylie, Robert B.	September, 1944	Leaf	paradermal	40x	stomata		Miami, Florida	United States				Gentianales	Apocynaceae	Alstonia	macrophylla		F101	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F101	bio00010245000001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010245000001001.tif	37604372 Bytes	4080	3072	3471947065	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1088	1088	1057.jp2	/swingle/image/1057.jp2
Talisia oliviformis (Kunth) Radlk. (SV268)					Goldman, E.A.; 747	3/9/1904	Flower bud	x	4x		Natl. Herb. 470551	Taxta Gutierres, Mexico	Mexico					Sapindaceae	Talisia	oliviformis	(Kunth) Radlk.	SV268	E-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV268	bio00010041800001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010041800001001.tif	24608028 Bytes	2784	2946	928866444	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1089	1089	1069.jp2	/swingle/image/1069.jp2
Microcitrus inodore  (Tillson 388)							Flower bud	x	4x		C.P.B. 10161  P.E.I. 55447.	Glenn Dale, Maryland	United States				Sapindales	Rutaceae	Microcitrus	inodore		Tillson 388	A-4	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson388	bio00010188220001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010188220001001.tif	37604372 Bytes	4080	3072	1986934355	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1090	1090	1093.jp2	/swingle/image/1093.jp2
Severinia disticha  (SV98)					Swingle, W.T.	9/28/1944	Mature flower bud	x	4x		FAA	Glenn Dale, Maryland	United States				Sapindales	Rutaceae	Severinia	disticha		SV98	S-9	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV98	bio00010161820001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010161820001001.tif	35433788 Bytes	3852	3066	1809780635	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1091	1091	1066.jp2	/swingle/image/1066.jp2
Aralia sp.  (F18)					Wylie, Robert B.	September, 1944	Leaf	x	10x	cross section		Miami, Florida	United States				Apiales	Araliaceae	Aralia	sp.		F18	1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	F18	bio00010246360001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010246360001001.tif	17554436 Bytes	4080	1434	3359855104	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1092	1092	1080.jp2	/swingle/image/1080.jp2
Amyris balsamifera  (Tillson 770)	Candlewood				Harris, William;  9.172	2/13/1906	Flower	l	10x		Nat. Herb. 524626	Lapland, Jamaica	Jamaica				Sapindales	Rutaceae	Amyris	balsamifera		Tillson 770	D-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson770	bio00010217280001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010217280001001.tif	26213396 Bytes	2844	3072	2101921912	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1093	1093	1079.jp2	/swingle/image/1079.jp2
Wenzelia kambarae  (Tillson 398)					Zimmerman, Elwood C.	Aug. 22, 1938	Flower bud	x	4x		5-7 m high, 4-8 cm diameter.	Maiau Isl, Lau Archipelago, Fiji	Fiji				Sapindales	Rutaceae	Wenzelia	kambarae		Tillson 398	A-3	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson398	bio00010188530001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010188530001001.tif	27273076 Bytes	3000	3030	240101434	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1094	1094	1055.jp2	/swingle/image/1055.jp2
Alectryon excelsus Gaertner (SV159)	titoki				Ricker, P.L.; 3970	5/25/1912	Mature flower bud	x	4x		Flowers, leaf.  Herb. Natl. Arb. 28791; Cult. Plants.	Golden Gate Park, San Francisco, California	United States				Sapindales	Sapindaceae	Alectryon	excelsus	Gaertner	SV159	A-2	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV159	bio00010017540001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010017540001001.tif	17108076 Bytes	2268	2514	1160639939	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1095	1095	1118.jp2	/swingle/image/1118.jp2
Musa x. paradesii L. (SV42)	Plantain				Venning, F.D.	1/15/1944	Basal portion of ovary	x	4x		Flowers. FAA	Patio, Anastasia Bldg., University  of Miami Coral Gables, Florida	United States				Zingiberales	Musaceae	Musa	x. paradesii	L.	SV42	B-5	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV42	bio00010074880001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010074880001001.tif	37604372 Bytes	4080	3072	1693761754	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1096	1096	1135.jp2	/swingle/image/1135.jp2
Strychnos spinosa Lam. (SV356)					Venning, F.D.	3/10/1948	Flower	x	4x	second row in slide	Flower buds, flowers, very young fruits. FAA	Florida sub-tropical Experiment Station, Homestead, Florida	United States				Gentianales	Loganiaceae	Strychnos	spinosa	Lam.	SV356	A-5	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV356	bio00010055990001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010055990001001.tif	37604372 Bytes	4080	3072	2611318408	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1097	1097	1074.jp2	/swingle/image/1074.jp2
Fortunella hindsii  (Tillson 811)							Young fruit	x	4x		CPB 907.  PI 71241. var. chintou.	Plant Introd. Garden, Glenn Dale, Maryland	United States				Sapindales	Rutaceae	Fortunella	hindsii		Tillson 811	B-1	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	Tillson811	bio00010222850001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010222850001001.tif	37604372 Bytes	4080	3072	690373553	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-08-04	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1099	1099	1136.jp2	/swingle/image/1136.jp2
Euphoria cinerea  (SV142)					E. Fenix	Aug., 1912	Basal portion, mature fruit	x	4x		Small fruits, leaf, mature fruits.  Natl. Herb. 902160; Herb. Bur. Sci. Philippines No. 15803.	Distr. Zamboanga, Mindanao	Philippines					Sapindaceae	Euphoria	cinerea		SV142	A-6	University of Miami Libraries	University of Miami Department of Biology	Swingle Plant Anatomy Reference Collection	Plant anatomy; Botanical specimens	Image	image/tiff	Microscope slide; Photomicrographs	1 section from 1 glass slide	http://merrick.library.miami.edu/digitalprojects/copyright.html	SV142	bio00010015790001	Olympus BX60	Olympus DB71	Olympus DPController		bio00010015790001001.tif	37604372 Bytes	4080	3072	119216192	RGB	3 Samples Per Pixel	432 ResolutionUnit_InchesPerPixel		2009-06-29	2009-07-09	http://merrick.library.miami.edu:80/cdm/ref/collection/swingle/id/1100	1100	1121.jp2	/swingle/image/1121.jp2
